Code,Comune,Provincia,Positivi,Positivi ogni 1000 abitanti,Popolazione Stimata,aggiornamento
1241,Sangano,Torino,15,4.0,3750,Dati aggiornati al 17.05.2022 ore 18:30
1255,Sant'Ambrogio Di Torino,Torino,32,6.8,4706,Dati aggiornati al 17.05.2022 ore 18:30
1256,Sant'Antonino Di Susa,Torino,21,4.94,4251,Dati aggiornati al 17.05.2022 ore 18:30
1257,Santena,Torino,64,5.96,10738,Dati aggiornati al 17.05.2022 ore 18:30
1259,Sauze D'Oulx,Torino,10,9.12,1096,Dati aggiornati al 17.05.2022 ore 18:30
1258,Sauze Di Cesana,Torino,2,8.1,247,Dati aggiornati al 17.05.2022 ore 18:30
1260,Scalenghe,Torino,12,3.66,3279,Dati aggiornati al 17.05.2022 ore 18:30
1261,Scarmagno,Torino,11,13.25,830,Dati aggiornati al 17.05.2022 ore 18:30
1262,Sciolze,Torino,7,4.83,1449,Dati aggiornati al 17.05.2022 ore 18:30
1263,Sestriere,Torino,2,2.14,935,Dati aggiornati al 17.05.2022 ore 18:30
1264,Settimo Rottaro,Torino,3,6.36,472,Dati aggiornati al 17.05.2022 ore 18:30
1265,Settimo Torinese,Torino,248,5.28,46970,Dati aggiornati al 17.05.2022 ore 18:30
1266,Settimo Vittone,Torino,12,7.83,1533,Dati aggiornati al 17.05.2022 ore 18:30
1267,Sparone,Torino,18,18.56,970,Dati aggiornati al 17.05.2022 ore 18:30
1268,Strambinello,Torino,2,7.41,270,Dati aggiornati al 17.05.2022 ore 18:30
1269,Strambino,Torino,54,8.59,6286,Dati aggiornati al 17.05.2022 ore 18:30
1270,Susa,Torino,48,7.67,6258,Dati aggiornati al 17.05.2022 ore 18:30
1271,Tavagnasco,Torino,4,5.03,795,Dati aggiornati al 17.05.2022 ore 18:30
1272,Torino,Torino,3651,4.17,875540,Dati aggiornati al 17.05.2022 ore 18:30
1273,Torrazza Piemonte,Torino,14,4.73,2960,Dati aggiornati al 17.05.2022 ore 18:30
1274,Torre Canavese,Torino,5,8.32,601,Dati aggiornati al 17.05.2022 ore 18:30
1275,Torre Pellice,Torino,26,5.67,4586,Dati aggiornati al 17.05.2022 ore 18:30
1276,Trana,Torino,25,6.54,3823,Dati aggiornati al 17.05.2022 ore 18:30
1278,Traversella,Torino,2,6.17,324,Dati aggiornati al 17.05.2022 ore 18:30
1279,Traves,Torino,4,7.6,526,Dati aggiornati al 17.05.2022 ore 18:30
1280,Trofarello,Torino,65,5.99,10851,Dati aggiornati al 17.05.2022 ore 18:30
1281,Usseaux,Torino,1,5.38,186,Dati aggiornati al 17.05.2022 ore 18:30
1282,Usseglio,Torino,3,14.93,201,Dati aggiornati al 17.05.2022 ore 18:30
1283,Vaie,Torino,9,6.37,1413,Dati aggiornati al 17.05.2022 ore 18:30
1284,Val Della Torre,Torino,16,4.08,3922,Dati aggiornati al 17.05.2022 ore 18:30
1317,Val Di Chy,Torino,4,3.12,1282,Dati aggiornati al 17.05.2022 ore 18:30
