comune,codice_istat,provincia,positivi,positivi_per_1000_abitanti
Montaldo Roero,004135,Cuneo,2,2.36
Montaldo Scarampi,005074,Asti,7,9.37
Montaldo Torinese,001158,Torino,3,4.17
Montalenghe,001159,Torino,15,15.06
Montalto Dora,001160,Torino,11,3.23
Montanaro,001161,Torino,47,9.07
Montanera,004136,Cuneo,7,9.35
Montecastello,006105,Alessandria,0,0.0
Montechiaro D'Acqui,006106,Alessandria,0,0.0
Montechiaro D'Asti,005075,Asti,6,4.74
Montecrestese,103046,Verbano-Cusio-Ossola,20,15.72
Montegioco,006107,Alessandria,0,0.0
Montegrosso D'Asti,005076,Asti,10,4.34
Montelupo Albese,004137,Cuneo,2,4.12
Montemagno,005077,Asti,2,1.79
Montemale Di Cuneo,004138,Cuneo,0,0.0
Montemarzino,006108,Alessandria,4,13.29
Monterosso Grana,004139,Cuneo,0,0.0
Montescheno,103047,Verbano-Cusio-Ossola,5,12.76
Monteu Da Po,001162,Torino,12,14.05
Monteu Roero,004140,Cuneo,7,4.36
Montezemolo,004141,Cuneo,0,0.0
Monticello D'Alba,004142,Cuneo,2,0.84
Montiglio Monferrato,005121,Asti,6,3.74
Morano Sul Po,006109,Alessandria,2,1.44
Moransengo,005079,Asti,0,0.0
Morbello,006110,Alessandria,2,4.74
Moretta,004143,Cuneo,12,2.94
Moriondo Torinese,001163,Torino,2,2.37
Mornese,006111,Alessandria,15,20.8
Morozzo,004144,Cuneo,13,6.49
Morsasco,006112,Alessandria,1,1.59
Motta De' Conti,002082,Vercelli,0,0.0
Mottalciata,096037,Biella,5,3.69
Murazzano,004145,Cuneo,0,0.0
Murello,004146,Cuneo,9,9.48
Murisengo,006113,Alessandria,6,4.4
Muzzano,096038,Biella,0,0.0
Narzole,004147,Cuneo,10,2.86
Nebbiuno,003103,Novara,9,4.98
Neive,004148,Cuneo,15,4.34
Netro,096039,Biella,0,0.0
Neviglie,004149,Cuneo,4,10.84
Nibbiola,003104,Novara,1,1.21
Nichelino,001164,Torino,297,6.25
Niella Belbo,004150,Cuneo,0,0.0
Niella Tanaro,004151,Cuneo,1,0.99
Nizza Monferrato,005080,Asti,22,2.14
Noasca,001165,Torino,1,8.62
Nole,001166,Torino,50,7.33
Nomaglio,001167,Torino,0,0.0
None,001168,Torino,82,10.22
Nonio,103048,Verbano-Cusio-Ossola,5,5.81
Novalesa,001169,Torino,0,0.0
Novara,003106,Novara,264,2.53
Novello,004152,Cuneo,6,6.1
Novi Ligure,006114,Alessandria,89,3.15
Nucetto,004153,Cuneo,0,0.0
Occhieppo Inferiore,096040,Biella,8,2.05
Occhieppo Superiore,096041,Biella,5,1.86
Occimiano,006115,Alessandria,1,0.78
Odalengo Grande,006116,Alessandria,0,0.0
Odalengo Piccolo,006117,Alessandria,0,0.0
Oggebbio,103049,Verbano-Cusio-Ossola,5,5.73
Oglianico,001170,Torino,5,3.36
Olcenengo,002088,Vercelli,9,11.51
Oldenico,002089,Vercelli,0,0.0
Oleggio,003108,Novara,55,3.89
Oleggio Castello,003109,Novara,18,8.27
Olivola,006118,Alessandria,0,0.0
Olmo Gentile,005081,Asti,4,54.05
Omegna,103050,Verbano-Cusio-Ossola,73,4.81
Oncino,004154,Cuneo,0,0.0
Orbassano,001171,Torino,180,7.71
Orio Canavese,001172,Torino,7,9.04
Ormea,004155,Cuneo,3,1.89
Ornavasso,103051,Verbano-Cusio-Ossola,12,3.49
Orsara Bormida,006119,Alessandria,0,0.0
Orta San Giulio,003112,Novara,1,0.76
Osasco,001173,Torino,11,9.54
Osasio,001174,Torino,3,3.27
Ostana,004156,Cuneo,1,11.76
Ottiglio,006120,Alessandria,0,0.0
Oulx,001175,Torino,8,2.37
Ovada,006121,Alessandria,26,2.3
Oviglio,006122,Alessandria,2,1.62
Ozegna,001176,Torino,5,4.07
Ozzano Monferrato,006123,Alessandria,3,2.14
Paderna,006124,Alessandria,3,15.87
Paesana,004157,Cuneo,32,11.8
Pagno,004158,Cuneo,4,7.14
Palazzo Canavese,001177,Torino,4,4.78
Palazzolo Vercellese,002090,Vercelli,0,0.0
Pallanzeno,103052,Verbano-Cusio-Ossola,5,4.36
Pamparato,004159,Cuneo,0,0.0
Pancalieri,001178,Torino,9,4.3
Parella,001179,Torino,3,6.98
Pareto,006125,Alessandria,1,1.88
Parodi Ligure,006126,Alessandria,0,0.0
Paroldo,004160,Cuneo,0,0.0
Paruzzaro,003114,Novara,4,1.83
Passerano Marmorito,005082,Asti,0,0.0
Pasturana,006127,Alessandria,3,2.35
Pavarolo,001180,Torino,5,4.41
Pavone Canavese,001181,Torino,10,2.6
Pecetto Di Valenza,006128,Alessandria,13,10.8
Pecetto Torinese,001183,Torino,7,1.73
Pella,003115,Novara,5,5.25
Penango,005083,Asti,0,0.0
Perletto,004161,Cuneo,3,11.15
Perlo,004162,Cuneo,2,17.54
Perosa Argentina,001184,Torino,27,8.51
Perosa Canavese,001185,Torino,0,0.0
Perrero,001186,Torino,3,4.65
Pertengo,002091,Vercelli,0,0.0
Pertusio,001187,Torino,2,2.64
Pessinetto,001188,Torino,2,3.24
Pettenasco,003116,Novara,3,2.18
Pettinengo,096042,Biella,3,1.97
Peveragno,004163,Cuneo,18,3.21
Pezzana,002093,Vercelli,2,1.55
Pezzolo Valle Uzzone,004164,Cuneo,4,11.66
Pianezza,001189,Torino,63,4.09
Pianfei,004165,Cuneo,6,2.85
Piasco,004166,Cuneo,4,1.46
Piatto,096043,Biella,11,21.83
Piea,005084,Asti,1,1.73
Piedicavallo,096044,Biella,0,0.0
Piedimulera,103053,Verbano-Cusio-Ossola,12,7.89
Pietra Marazzi,006129,Alessandria,2,2.22
Pietraporzio,004167,Cuneo,0,0.0
Pieve Vergonte,103054,Verbano-Cusio-Ossola,8,3.18
Pila,002096,Vercelli,1,7.25
Pinasca,001190,Torino,31,10.55
Pinerolo,001191,Torino,294,8.14
Pino D'Asti,005085,Asti,0,0.0
Pino Torinese,001192,Torino,17,2.02
Piobesi D'Alba,004168,Cuneo,4,2.95
Piobesi Torinese,001193,Torino,26,6.83
Piode,002097,Vercelli,1,5.56
Piossasco,001194,Torino,186,10.13
Piova' Massaia,005086,Asti,2,3.3
Piozzo,004169,Cuneo,0,0.0
Pisano,003119,Novara,9,11.03
Piscina,001195,Torino,15,4.45
Piverone,001196,Torino,1,0.73
Pocapaglia,004170,Cuneo,10,3.0
Pogno,003120,Novara,3,2.12
Poirino,001197,Torino,22,2.11
Pollone,096046,Biella,7,3.31
Polonghera,004171,Cuneo,14,12.28
Pomaretto,001198,Torino,17,16.82
Pomaro Monferrato,006131,Alessandria,0,0.0
Pombia,003121,Novara,6,2.76
Ponderano,096047,Biella,7,1.85
Pont-Canavese,001199,Torino,15,4.56
Pontechianale,004172,Cuneo,0,0.0
Pontecurone,006132,Alessandria,3,0.85
Pontestura,006133,Alessandria,8,5.63
Ponti,006134,Alessandria,0,0.0
Ponzano Monferrato,006135,Alessandria,0,0.0
Ponzone,006136,Alessandria,1,0.99
Portacomaro,005087,Asti,0,0.0
Porte,001200,Torino,4,3.87
Portula,096048,Biella,3,2.52
Postua,002102,Vercelli,3,5.19
Pozzol Groppo,006137,Alessandria,1,3.44
Pozzolo Formigaro,006138,Alessandria,9,1.93
Pradleves,004173,Cuneo,0,0.0
Pragelato,001201,Torino,2,2.58
Prali,001202,Torino,0,0.0
Pralormo,001203,Torino,8,4.2
Pralungo,096049,Biella,12,5.06
Pramollo,001204,Torino,2,8.93
Prarolo,002104,Vercelli,8,11.02
Prarostino,001205,Torino,13,10.13
Prasco,006139,Alessandria,2,4.07
Prascorsano,001206,Torino,3,3.98
Pratiglione,001207,Torino,9,17.51
Prato Sesia,003122,Novara,4,2.14
Pray,096050,Biella,3,1.42
Prazzo,004174,Cuneo,0,0.0
Predosa,006140,Alessandria,3,1.52
Premeno,103055,Verbano-Cusio-Ossola,1,1.37
Premia,103056,Verbano-Cusio-Ossola,0,0.0
Premosello-Chiovenda,103057,Verbano-Cusio-Ossola,8,4.12
Priero,004175,Cuneo,0,0.0
Priocca,004176,Cuneo,11,5.52
Priola,004177,Cuneo,0,0.0
Prunetto,004178,Cuneo,0,0.0
Quagliuzzo,001208,Torino,2,6.04
Quaranti,005088,Asti,0,0.0
Quaregna Cerreto,096087,Biella,6,2.94
Quargnento,006141,Alessandria,3,2.13
Quarna Sopra,103058,Verbano-Cusio-Ossola,0,0.0
Quarna Sotto,103059,Verbano-Cusio-Ossola,2,5.19
Quarona,002107,Vercelli,18,4.5
Quassolo,001209,Torino,0,0.0
Quattordio,006142,Alessandria,10,6.3
Quincinetto,001210,Torino,1,0.97
Quinto Vercellese,002108,Vercelli,0,0.0
Racconigi,004179,Cuneo,49,4.93
Rassa,002110,Vercelli,0,0.0
Re,103060,Verbano-Cusio-Ossola,52,70.65
Reano,001211,Torino,16,9.02
Recetto,003129,Novara,0,0.0
Refrancore,005089,Asti,4,2.55
Revello,004180,Cuneo,18,4.21
Revigliasco D'Asti,005090,Asti,4,5.09
Ribordone,001212,Torino,1,20.41
Ricaldone,006143,Alessandria,1,1.55
Rifreddo,004181,Cuneo,12,11.49
Rimella,002113,Vercelli,0,0.0
Rittana,004182,Cuneo,1,9.62
Riva Presso Chieri,001215,Torino,33,6.95
Rivalba,001213,Torino,3,2.6
Rivalta Bormida,006144,Alessandria,2,1.42
Rivalta Di Torino,001214,Torino,164,8.17
Rivara,001216,Torino,33,12.76
Rivarolo Canavese,001217,Torino,89,7.14
Rivarone,006145,Alessandria,0,0.0
Rivarossa,001218,Torino,21,13.19
Rive,002115,Vercelli,1,2.24
Rivoli,001219,Torino,240,4.94
Roaschia,004183,Cuneo,0,0.0
Roascio,004184,Cuneo,0,0.0
Roasio,002116,Vercelli,5,2.14
Roatto,005091,Asti,0,0.0
Robassomero,001220,Torino,18,5.87
Robella,005092,Asti,0,0.0
Robilante,004185,Cuneo,7,3.1
Roburent,004186,Cuneo,0,0.0
Rocca Canavese,001221,Torino,13,7.58
Rocca Ciglie',004188,Cuneo,4,29.85
Rocca D'Arazzo,005093,Asti,7,7.86
Rocca De' Baldi,004189,Cuneo,9,5.55
Rocca Grimalda,006147,Alessandria,5,3.39
Roccabruna,004187,Cuneo,1,0.64
Roccaforte Ligure,006146,Alessandria,0,0.0
Roccaforte Mondovi',004190,Cuneo,10,4.67
Roccasparvera,004191,Cuneo,4,5.38
Roccaverano,005094,Asti,1,2.53
Roccavione,004192,Cuneo,7,2.64
Rocchetta Belbo,004193,Cuneo,0,0.0
Rocchetta Ligure,006148,Alessandria,0,0.0
Rocchetta Palafea,005095,Asti,0,0.0
Rocchetta Tanaro,005096,Asti,8,5.63
Roddi,004194,Cuneo,10,6.13
Roddino,004195,Cuneo,1,2.42
Rodello,004196,Cuneo,7,7.31
Roletto,001222,Torino,6,2.95
Romagnano Sesia,003130,Novara,25,6.42
Romano Canavese,001223,Torino,6,2.26
Romentino,003131,Novara,19,3.38
Ronco Biellese,096053,Biella,7,4.64
Ronco Canavese,001224,Torino,1,3.33
Rondissone,001225,Torino,10,5.3
Ronsecco,002118,Vercelli,8,14.11
Roppolo,096054,Biella,2,2.27
Rora',001226,Torino,1,4.22
Rosazza,096055,Biella,0,0.0
Rosignano Monferrato,006149,Alessandria,0,0.0
Rossa,002121,Vercelli,0,0.0
Rossana,004197,Cuneo,4,4.62
Rosta,001228,Torino,30,6.05
Roure,001227,Torino,4,5.02
Rovasenda,002122,Vercelli,2,2.15
Rubiana,001229,Torino,8,3.37
Rueglio,001230,Torino,20,25.74
Ruffia,004198,Cuneo,7,19.28
Sagliano Micca,096056,Biella,2,1.25
Sala Biellese,096057,Biella,1,1.69
Sala Monferrato,006150,Alessandria,1,2.99
Salasco,002126,Vercelli,3,13.33
Salassa,001231,Torino,12,6.49
Salbertrand,001232,Torino,0,0.0
Sale,006151,Alessandria,12,2.97
Sale Delle Langhe,004199,Cuneo,0,0.0
Sale San Giovanni,004200,Cuneo,0,0.0
Salerano Canavese,001233,Torino,4,8.46
Sali Vercellese,002127,Vercelli,0,0.0
Saliceto,004201,Cuneo,2,1.59
Salmour,004202,Cuneo,1,1.38
Saluggia,002128,Vercelli,13,3.32
Salussola,096058,Biella,6,3.12
Saluzzo,004203,Cuneo,60,3.48
Salza Di Pinerolo,001234,Torino,1,12.99
Sambuco,004204,Cuneo,0,0.0
Samone,001235,Torino,16,10.12
Sampeyre,004205,Cuneo,1,1.01
San Benedetto Belbo,004206,Cuneo,0,0.0
San Benigno Canavese,001236,Torino,47,7.79
San Bernardino Verbano,103061,Verbano-Cusio-Ossola,8,6.07
San Carlo Canavese,001237,Torino,30,7.46
San Colombano Belmonte,001238,Torino,0,0.0
San Cristoforo,006152,Alessandria,0,0.0
San Damiano D'Asti,005097,Asti,29,3.49
San Damiano Macra,004207,Cuneo,2,4.9
San Didero,001239,Torino,1,1.85
San Francesco Al Campo,001240,Torino,38,7.74
San Germano Chisone,001242,Torino,13,7.38
San Germano Vercellese,002131,Vercelli,9,5.83
San Giacomo Vercellese,002035,Vercelli,1,3.4
San Gillio,001243,Torino,14,4.38
San Giorgio Canavese,001244,Torino,24,9.35
San Giorgio Monferrato,006153,Alessandria,2,1.65
San Giorgio Scarampi,005098,Asti,1,9.01
San Giorio Di Susa,001245,Torino,0,0.0
San Giusto Canavese,001246,Torino,55,16.39
San Martino Alfieri,005099,Asti,1,1.52
San Martino Canavese,001247,Torino,0,0.0
San Marzano Oliveto,005100,Asti,4,3.94
San Maurizio Canavese,001248,Torino,93,9.02
San Maurizio D'Opaglio,003133,Novara,12,3.93
San Mauro Torinese,001249,Torino,105,5.55
San Michele Mondovi',004210,Cuneo,6,3.1
San Nazzaro Sesia,003134,Novara,0,0.0
San Paolo Solbrito,005101,Asti,1,0.84
San Pietro Mosezzo,003135,Novara,2,1.0
San Pietro Val Lemina,001250,Torino,13,9.18
San Ponso,001251,Torino,4,15.81
San Raffaele Cimena,001252,Torino,23,7.38
San Salvatore Monferrato,006154,Alessandria,5,1.19
San Sebastiano Curone,006155,Alessandria,0,0.0
San Sebastiano Da Po,001253,Torino,11,5.68
San Secondo Di Pinerolo,001254,Torino,44,12.16
Sandigliano,096059,Biella,12,4.5
Sanfre',004208,Cuneo,23,7.56
Sanfront,004209,Cuneo,15,6.37
Sangano,001241,Torino,28,7.46
Sant'Agata Fossili,006156,Alessandria,1,2.5
Sant'Albano Stura,004211,Cuneo,19,8.03
Sant'Ambrogio Di Torino,001255,Torino,16,3.4
Sant'Antonino Di Susa,001256,Torino,12,2.82
Santa Maria Maggiore,103062,Verbano-Cusio-Ossola,15,11.61
Santa Vittoria D'Alba,004212,Cuneo,18,6.27
Santena,001257,Torino,70,6.52
Santhia',002133,Vercelli,61,7.2
Santo Stefano Belbo,004213,Cuneo,6,1.49
Santo Stefano Roero,004214,Cuneo,8,5.84
Sardigliano,006157,Alessandria,5,12.66
Sarezzano,006158,Alessandria,0,0.0
Sauze D'Oulx,001259,Torino,0,0.0
Sauze Di Cesana,001258,Torino,0,0.0
Savigliano,004215,Cuneo,83,3.84
Scagnello,004216,Cuneo,0,0.0
Scalenghe,001260,Torino,27,8.23
Scarmagno,001261,Torino,2,2.41
Scarnafigi,004217,Cuneo,3,1.4
Sciolze,001262,Torino,6,4.14
Scopa,002134,Vercelli,1,2.56
Scopello,002135,Vercelli,0,0.0
Scurzolengo,005103,Asti,1,1.83
Serole,005104,Asti,0,0.0
Serralunga D'Alba,004218,Cuneo,2,3.48
Serralunga Di Crea,006159,Alessandria,1,1.87
Serravalle Langhe,004219,Cuneo,2,6.71
Serravalle Scrivia,006160,Alessandria,20,3.33
Serravalle Sesia,002137,Vercelli,22,4.5
Sessame,005105,Asti,2,7.6
Sestriere,001263,Torino,3,3.21
Settime,005106,Asti,2,3.64
Settimo Rottaro,001264,Torino,3,6.36
Settimo Torinese,001265,Torino,298,6.34
Settimo Vittone,001266,Torino,1,0.65
Sezzadio,006161,Alessandria,3,2.39
Sillavengo,003138,Novara,1,1.78
Silvano D'Orba,006162,Alessandria,12,6.2
Sinio,004220,Cuneo,3,5.87
Sizzano,003139,Novara,6,4.2
Soglio,005107,Asti,0,0.0
Solero,006163,Alessandria,3,1.8
Solonghello,006164,Alessandria,0,0.0
Somano,004221,Cuneo,0,0.0
Sommariva Del Bosco,004222,Cuneo,46,7.26
Sommariva Perno,004223,Cuneo,1,0.36
Sordevolo,096063,Biella,1,0.75
Soriso,003140,Novara,4,5.26
Sostegno,096064,Biella,0,0.0
Sozzago,003141,Novara,1,0.93
Sparone,001267,Torino,4,4.12
Spigno Monferrato,006165,Alessandria,0,0.0
Spineto Scrivia,006166,Alessandria,0,0.0
Stazzano,006167,Alessandria,6,2.51
Strambinello,001268,Torino,1,3.7
Strambino,001269,Torino,26,4.13
Stresa,103064,Verbano-Cusio-Ossola,12,2.46
Strevi,006168,Alessandria,5,2.56
Strona,096065,Biella,3,2.8
Stroppiana,002142,Vercelli,4,3.35
Stroppo,004224,Cuneo,1,9.71
Suno,003143,Novara,8,2.89
Susa,001270,Torino,30,4.8
Tagliolo Monferrato,006169,Alessandria,11,7.13
Tarantasca,004225,Cuneo,10,4.64
Tassarolo,006170,Alessandria,3,4.78
Tavagnasco,001271,Torino,6,7.55
Tavigliano,096066,Biella,0,0.0
Terdobbiate,003144,Novara,0,0.0
Ternengo,096067,Biella,0,0.0
Terruggia,006171,Alessandria,3,3.23
Terzo,006172,Alessandria,14,16.45
Ticineto,006173,Alessandria,3,2.25
Tigliole,005108,Asti,3,1.75
Toceno,103065,Verbano-Cusio-Ossola,12,16.46
Tollegno,096068,Biella,2,0.82
Tonco,005109,Asti,4,4.94
Tonengo,005110,Asti,0,0.0
Torino,001272,Torino,3886,4.44
Tornaco,003146,Novara,3,3.22
Torrazza Piemonte,001273,Torino,23,7.78
Torrazzo,096069,Biella,0,0.0
Torre Bormida,004226,Cuneo,0,0.0
Torre Canavese,001274,Torino,23,38.27
Torre Mondovi',004227,Cuneo,0,0.0
Torre Pellice,001275,Torino,45,9.81
Torre San Giorgio,004228,Cuneo,1,1.37
Torresina,004229,Cuneo,0,0.0
Tortona,006174,Alessandria,35,1.28
Trana,001276,Torino,17,4.44
Trarego Viggiona,103066,Verbano-Cusio-Ossola,1,2.4
Trasquera,103067,Verbano-Cusio-Ossola,1,5.71
Traversella,001278,Torino,5,15.43
Traves,001279,Torino,1,1.9
Trecate,003149,Novara,43,2.08
Treiso,004230,Cuneo,3,3.87
Treville,006175,Alessandria,0,0.0
Trezzo Tinella,004231,Cuneo,0,0.0
Tricerro,002147,Vercelli,2,2.88
Trinita',004232,Cuneo,5,2.23
Trino,002148,Vercelli,19,2.7
Trisobbio,006176,Alessandria,3,4.42
Trofarello,001280,Torino,65,5.99
Trontano,103068,Verbano-Cusio-Ossola,16,9.59
Tronzano Vercellese,002150,Vercelli,15,4.34
Usseaux,001281,Torino,2,10.75
Usseglio,001282,Torino,1,4.98
Vaglio Serra,005111,Asti,0,0.0
Vaie,001283,Torino,4,2.83
Val Della Torre,001284,Torino,6,1.53
Val Di Chy,001317,Torino,23,17.94
Valchiusa,001318,Torino,25,24.22
Valdengo,096071,Biella,11,4.47
Valdieri,004233,Cuneo,10,10.99
Valdilana,096088,Biella,18,1.66
Valduggia,002152,Vercelli,14,7.15
Valenza,006177,Alessandria,67,3.6
Valfenera,005112,Asti,3,1.25
Valgioie,001285,Torino,3,3.13
Valgrana,004234,Cuneo,2,2.57
Vallanzengo,096072,Biella,0,0.0
Valle Cannobina,103079,Verbano-Cusio-Ossola,0,0.0
Valle San Nicolao,096074,Biella,0,0.0
Vallo Torinese,001286,Torino,7,9.03
Valloriate,004235,Cuneo,0,0.0
Valmacca,006178,Alessandria,0,0.0
Valperga,001287,Torino,22,7.2
Valprato Soana,001288,Torino,0,0.0
Valstrona,103069,Verbano-Cusio-Ossola,0,0.0
Vanzone Con San Carlo,103070,Verbano-Cusio-Ossola,3,7.85
Vaprio D'Agogna,003153,Novara,5,5.04
Varallo,002156,Vercelli,14,1.96
Varallo Pombia,003154,Novara,19,3.87
Varisella,001289,Torino,3,3.61
Varzo,103071,Verbano-Cusio-Ossola,5,2.48
Vauda Canavese,001290,Torino,7,4.84
Veglio,096075,Biella,0,0.0
Venaria Reale,001292,Torino,158,4.71
Venasca,004237,Cuneo,0,0.0
Venaus,001291,Torino,1,1.13
Verbania,103072,Verbano-Cusio-Ossola,179,5.87
Vercelli,002158,Vercelli,200,4.34
Verduno,004238,Cuneo,1,1.79
Vernante,004239,Cuneo,6,5.21
Verolengo,001293,Torino,34,7.02
Verrone,096076,Biella,12,9.62
Verrua Savoia,001294,Torino,13,9.3
Verzuolo,004240,Cuneo,18,2.8
Vesime,005113,Asti,0,0.0
Vespolate,003158,Novara,4,1.95
Vestigne',001295,Torino,1,1.26
Vezza D'Alba,004241,Cuneo,10,4.38
Viale,005114,Asti,1,4.12
Vialfre',001296,Torino,0,0.0
Viarigi,005115,Asti,2,2.28
Vicoforte,004242,Cuneo,9,2.88
Vicolungo,003159,Novara,2,2.28
Vidracco,001298,Torino,2,3.79
Vigliano Biellese,096077,Biella,36,4.7
Vigliano D'Asti,005116,Asti,3,3.78
Vignale Monferrato,006179,Alessandria,1,1.02
Vignole Borbera,006180,Alessandria,5,2.42
Vignolo,004243,Cuneo,20,7.77
Vignone,103074,Verbano-Cusio-Ossola,3,2.51
Vigone,001299,Torino,34,6.59
Viguzzolo,006181,Alessandria,5,1.61
Villa Del Bosco,096078,Biella,1,2.99
Villa San Secondo,005119,Asti,0,0.0
Villadeati,006182,Alessandria,1,2.05
Villadossola,103075,Verbano-Cusio-Ossola,54,8.28
Villafalletto,004244,Cuneo,9,3.1
Villafranca D'Asti,005117,Asti,9,2.98
Villafranca Piemonte,001300,Torino,33,7.15
Villalvernia,006183,Alessandria,0,0.0
Villamiroglio,006184,Alessandria,0,0.0
Villanova Biellese,096079,Biella,0,0.0
Villanova Canavese,001301,Torino,4,3.3
Villanova D'Asti,005118,Asti,23,4.05
Villanova Mondovi',004245,Cuneo,45,7.77
Villanova Monferrato,006185,Alessandria,1,0.54
Villanova Solaro,004246,Cuneo,4,5.41
Villar Dora,001303,Torino,9,3.11
Villar Focchiardo,001305,Torino,6,3.05
Villar Pellice,001306,Torino,9,8.42
Villar Perosa,001307,Torino,15,3.71
Villar San Costanzo,004247,Cuneo,7,4.56
Villarbasse,001302,Torino,14,4.05
Villarboit,002163,Vercelli,1,2.34
Villareggia,001304,Torino,1,0.95
Villaromagnano,006186,Alessandria,0,0.0
Villastellone,001308,Torino,23,4.94
Villata,002164,Vercelli,6,3.84
Villette,103076,Verbano-Cusio-Ossola,8,28.78
Vinadio,004248,Cuneo,0,0.0
Vinchio,005120,Asti,0,0.0
Vinovo,001309,Torino,77,5.08
Vinzaglio,003164,Novara,4,7.13
Viola,004249,Cuneo,0,0.0
Virle Piemonte,001310,Torino,8,6.82
Vische,001311,Torino,2,1.58
Visone,006187,Alessandria,9,7.28
Vistrorio,001312,Torino,9,16.95
Viu',001313,Torino,4,3.94
Viverone,096080,Biella,5,3.54
Vocca,002166,Vercelli,0,0.0
Vogogna,103077,Verbano-Cusio-Ossola,7,3.99
Volpedo,006188,Alessandria,2,1.68
Volpeglino,006189,Alessandria,0,0.0
Volpiano,001314,Torino,110,7.12
Voltaggio,006190,Alessandria,2,2.82
Volvera,001315,Torino,78,9.03
Vottignasco,004250,Cuneo,0,0.0
Zimone,096081,Biella,0,0.0
Zubiena,096082,Biella,4,3.48
Zumaglia,096083,Biella,0,0.0
