codice_istat,lat,lng
001001,45.36589097103644,7.775911677740086
001002,44.92178584942028,7.483644723811905
001003,45.306832771152365,7.282333021028847
001004,45.431802238438394,7.943984513215522
001006,45.11817360580654,7.419934530902447
001007,45.406507938383676,7.57661647334715
001008,45.10094348163068,7.517053588905039
001009,45.036062674820236,7.866274192090509
001010,45.54613288136859,7.885972811330014
001011,44.860786100052444,7.177379984709278
001012,45.03775517491972,7.89889177096316
001013,45.07491708636858,7.39211648618123
001014,45.42254128422868,7.993204381873918
001015,45.37679456739785,7.747537313159947
001016,45.27693427544853,7.519372930040399
001017,45.406319063423254,7.744680353440365
001018,45.069811491206664,7.804683075222271
001019,45.29995023755116,7.186933104983166
001020,45.45865880320067,7.854104188046144
001021,45.29445044092964,7.6206359971267
001022,45.10074022699024,6.731367946624066
001023,45.318350003058875,7.865583332607755
001024,45.0162792615131,7.590237477224882
001025,44.787989179185175,7.28361175589979
001026,44.78434476775945,7.066523888791402
001027,45.46632298027758,7.948759276596463
001028,45.14669098205659,7.663093225044856
001029,45.427856904486426,7.659331471051038
001030,45.51412396768902,7.850337126475283
001031,45.36255772604258,7.980655847541295
001032,45.121635923430766,7.245109978403971
001033,45.26993062992423,7.767201847579901
001034,45.173625878524604,7.834449908251062
001035,44.832358249563825,7.2979648401707
001036,45.51138548906752,7.797621931806143
001037,45.1144264931181,8.069592415288641
001038,45.01429563784331,7.47401919964071
001039,45.15183358409427,8.062146207816246
001040,45.158461425134476,7.198485783337963
001041,44.87435868566497,7.424777558695719
001042,45.48383288183244,7.927318843557911
001043,45.3222165259379,7.66116119304408
001044,45.13147904022345,7.136534093787957
001045,45.07339562729092,7.435273840288779
001046,45.24437764227319,7.508179651320501
001047,45.28137260687101,7.882619253048003
001048,44.96987713826018,7.765881857386491
001049,44.80478101608977,7.32716599899004
001050,45.330429303645225,7.897440744599543
001051,44.96395289205388,7.578362276815642
001052,45.380532490310415,7.577794957239018
001053,44.951580181918004,7.332830287681372
001054,45.35079879439869,7.388118197579625
001055,45.13384807217536,7.340673176812375
001056,45.3997128620981,7.960649539573909
001057,45.585815220298564,7.830654247224953
001058,44.897007978736326,7.661636269157371
001059,44.858167104311796,7.735673187509574
001060,45.12957002182163,7.93571083567681
001061,45.48123752005583,7.907506199748812
001062,45.10617183824325,7.469898701440565
001063,45.17741764461427,7.650900989443841
001064,45.16257891559922,7.892777253709265
001065,44.89476955666867,7.566779142953986
001066,45.404672013167,7.715785251924366
001067,45.46636826373053,7.679077441896422
001068,45.11273312186529,7.803335036560455
001069,45.14601450209699,8.03435747170841
001070,44.794506655414885,7.389068938050666
001071,44.86634608736705,7.502583246763614
001072,45.3205635554389,7.362900001743332
001073,45.44444867127892,7.190749086922652
001074,44.927892168333294,6.820434849359764
001075,45.37753844658816,7.339506052498567
001076,45.16658859653455,7.170734677776278
001077,45.50394480283949,7.902410780305814
001078,45.00356904899354,7.827814501690439
001079,45.4228062061968,7.647625695724854
001080,45.1022654659596,6.985739783235569
001081,45.098551660302405,7.323318094011765
001082,45.205859824911414,7.895974143614704
001083,45.3296320392261,7.761437930812547
001084,45.44124606082922,7.681481014019437
001085,45.092866204243606,7.922377126160451
001086,45.21966431922739,7.591771444851075
001087,44.928048298822446,6.756458053307908
001088,45.32516791841698,7.465698091130315
001089,45.05069700309481,7.23242915009519
001090,45.0913180000955,7.590254743987715
001091,45.439234112627624,7.668828044438176
001092,45.43045653398367,7.812787909433125
001093,45.15709919757879,7.271846230059291
001094,45.32932165552675,7.519202792322729
001095,45.386529764420416,7.999822435844284
001096,45.35808347102212,7.812563847616879
001097,44.96767588776432,7.384500925382892
001098,45.39967069836115,7.632156040784208
001099,45.152595743241235,7.568970259070958
001100,45.10647172219016,6.918930274108367
001101,45.3107960435893,7.685468283808953
001102,45.29538546790733,7.758474214085386
001103,45.02224583515871,7.058275540982002
001104,45.212559347857436,7.528607856797845
001105,45.46624875960195,7.829844636484195
001106,45.267288174094546,7.823116318083599
001107,45.347385096752454,7.567131862708696
001108,45.463765817294714,7.620495084034094
001109,45.273471947578315,7.668207350077719
001110,44.934239291286914,7.357625392069686
001111,44.8336830771809,7.367519720755455
001112,45.11771122638263,7.838290772569563
001113,45.252330308620465,7.456470243041917
001114,45.15000142673169,6.953725345606439
001115,45.02469533576831,7.3049698977499
001116,45.16238946409804,7.494277197061126
001117,45.10708478897643,7.028927517610998
001118,45.367409270973354,7.230364697209445
001119,45.26683683693531,7.562974045104644
001120,45.05545255649202,7.593264412498615
001121,45.47784015791253,7.58766408971471
001122,44.93348516292033,7.214024877527383
001123,44.90450219483841,7.910753390624082
001124,45.44892444045807,7.737650265898314
001125,45.45390780597427,7.891084243344832
001126,45.18018089364624,7.518171154471358
001127,44.95344241192184,7.675712710707764
001128,45.275399971297325,7.480175376845314
001129,45.15297342795736,7.989437135785817
